ID,STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
1209,42,3,515100,42003515100,2719,1521,P,1119765,1119765,42,3,517000,42003517000,1880,1078,P,2474633,2454334,26805,26805,2.39,2.39,1.08,1.09,0,0,0,0,0,0
1213,42,3,515200,42003515200,2124,1276,P,558028,558028,42,3,517000,42003517000,1880,1078,P,2474633,2454334,1162,1162,0.21,0.21,0.05,0.05,0,0,0,0,0,0
1224,42,3,516200,42003516200,1693,901,P,796768,796768,42,3,517000,42003517000,1880,1078,P,2474633,2454334,6359,6359,0.8,0.8,0.26,0.26,0,0,0,0,0,0
1229,42,3,517000,42003517000,1896,1088,P,2458710,2438411,42,3,517000,42003517000,1880,1078,P,2474633,2454334,2399591,2379292,97.6,97.58,96.97,96.94,1880,99.16,100,1077,98.99,99.91
1232,42,3,518001,42003518001,3377,1652,P,2524241,2524241,42,3,517000,42003517000,1880,1078,P,2474633,2454334,8604,8604,0.34,0.34,0.35,0.35,0,0,0,0,0,0
1235,42,3,518002,42003518002,3127,1642,P,1474665,1474665,42,3,517000,42003517000,1880,1078,P,2474633,2454334,714,714,0.05,0.05,0.03,0.03,0,0,0,0,0,0
1358,42,3,561000,42003561000,1565,871,P,614046,614046,42,3,517000,42003517000,1880,1078,P,2474633,2454334,26910,26910,4.38,4.38,1.09,1.1,0,0,0,0,0,0
1230,42,3,517000,42003517000,1896,1088,P,2458710,2438411,42,3,518001,42003518001,3391,1662,P,2567235,2567235,16989,16989,0.69,0.7,0.66,0.66,14,0.74,0.41,10,0.92,0.6
1233,42,3,518001,42003518001,3377,1652,P,2524241,2524241,42,3,518001,42003518001,3391,1662,P,2567235,2567235,2515637,2515637,99.66,99.66,97.99,97.99,3377,100,99.59,1652,100,99.4
1238,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,518001,42003518001,3391,1662,P,2567235,2567235,3159,3159,0.05,0.05,0.12,0.12,0,0,0,0,0,0
1359,42,3,561000,42003561000,1565,871,P,614046,614046,42,3,518001,42003518001,3391,1662,P,2567235,2567235,12741,12741,2.07,2.07,0.5,0.5,0,0,0,0,0,0
1368,42,3,561500,42003561500,3103,1922,P,1281654,1281654,42,3,518001,42003518001,3391,1662,P,2567235,2567235,18709,18709,1.46,1.46,0.73,0.73,0,0,0,0,0,0
1239,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,519000,42003519000,3011,1438,P,5665115,5665115,5619569,5619569,97.58,97.58,99.2,99.2,3009,97.85,99.93,1437,98.22,99.93
1246,42,3,520001,42003520001,3086,1613,P,4030331,4030331,42,3,519000,42003519000,3011,1438,P,5665115,5665115,11514,11514,0.29,0.29,0.2,0.2,0,0,0,0,0,0
1251,42,3,520002,42003520002,3099,1692,P,2683948,2683948,42,3,519000,42003519000,3011,1438,P,5665115,5665115,11504,11504,0.43,0.43,0.2,0.2,2,0.06,0.07,1,0.06,0.07
1285,42,3,523200,42003523200,3887,1861,P,3201842,3201842,42,3,519000,42003519000,3011,1438,P,5665115,5665115,586,586,0.02,0.02,0.01,0.01,0,0,0,0,0,0
1289,42,3,523400,42003523400,4967,2533,P,3231756,3231756,42,3,519000,42003519000,3011,1438,P,5665115,5665115,4034,4034,0.12,0.12,0.07,0.07,0,0,0,0,0,0
1294,42,3,523600,42003523600,4979,2339,P,5344470,5344470,42,3,519000,42003519000,3011,1438,P,5665115,5665115,2022,2022,0.04,0.04,0.04,0.04,0,0,0,0,0,0
1369,42,3,561500,42003561500,3103,1922,P,1281654,1281654,42,3,519000,42003519000,3011,1438,P,5665115,5665115,15886,15886,1.24,1.24,0.28,0.28,0,0,0,0,0,0
1240,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,520001,42003520001,3229,1671,P,4386631,4386631,54599,54599,0.95,0.95,1.24,1.24,9,0.29,0.28,2,0.14,0.12
1247,42,3,520001,42003520001,3086,1613,P,4030331,4030331,42,3,520001,42003520001,3229,1671,P,4386631,4386631,4016992,4016992,99.67,99.67,91.57,91.57,3081,99.84,95.42,1611,99.88,96.41
1295,42,3,523600,42003523600,4979,2339,P,5344470,5344470,42,3,520001,42003520001,3229,1671,P,4386631,4386631,315040,315040,5.89,5.89,7.18,7.18,139,2.79,4.3,58,2.48,3.47
1178,42,3,509400,42003509400,5354,2849,P,2582803,2582803,42,3,520002,42003520002,3128,1710,P,2722528,2722528,58754,58754,2.27,2.27,2.16,2.16,41,0.77,1.31,23,0.81,1.35
1184,42,3,510000,42003510000,1742,995,P,982412,982412,42,3,520002,42003520002,3128,1710,P,2722528,2722528,3286,3286,0.33,0.33,0.12,0.12,0,0,0,0,0,0
1186,42,3,511000,42003511000,800,450,P,416630,416630,42,3,520002,42003520002,3128,1710,P,2722528,2722528,7212,7212,1.73,1.73,0.26,0.26,0,0,0,0,0,0
1236,42,3,518002,42003518002,3127,1642,P,1474665,1474665,42,3,520002,42003520002,3128,1710,P,2722528,2722528,3426,3426,0.23,0.23,0.13,0.13,0,0,0,0,0,0
1241,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,520002,42003520002,3128,1710,P,2722528,2722528,4262,4262,0.07,0.07,0.16,0.16,0,0,0,0,0,0
1252,42,3,520002,42003520002,3099,1692,P,2683948,2683948,42,3,520002,42003520002,3128,1710,P,2722528,2722528,2645588,2645588,98.57,98.57,97.17,97.17,3087,99.61,98.69,1687,99.7,98.65
1254,42,3,521100,42003521100,4603,1862,P,4695393,4695393,42,3,521100,42003521100,4603,1862,P,4694463,4694463,4693837,4693837,99.97,99.97,99.99,99.99,4603,100,100,1862,100,100
1323,42,3,526202,42003526202,5063,2083,P,11399371,11399371,42,3,521100,42003521100,4603,1862,P,4694463,4694463,626,626,0.01,0.01,0.01,0.01,0,0,0,0,0,0
1174,42,3,508000,42003508000,2163,1172,P,1102202,1102202,42,3,521200,42003521200,4090,2293,P,7334803,7334803,21991,21991,2,2,0.3,0.3,0,0,0,0,0,0
1179,42,3,509400,42003509400,5354,2849,P,2582803,2582803,42,3,521200,42003521200,4090,2293,P,7334803,7334803,104924,104924,4.06,4.06,1.43,1.43,4,0.07,0.1,5,0.18,0.22
1259,42,3,521200,42003521200,4117,2307,P,7237505,7237505,42,3,521200,42003521200,4090,2293,P,7334803,7334803,7207888,7207888,99.59,99.59,98.27,98.27,4086,99.25,99.9,2288,99.18,99.78
1154,42,3,504400,42003504400,5169,2652,P,12215436,12215436,42,3,521301,42003521301,4226,2221,P,7699023,7699023,23950,23950,0.2,0.2,0.31,0.31,0,0,0,0,0,0
1160,42,3,505000,42003505000,86,41,P,530956,530956,42,3,521301,42003521301,4226,2221,P,7699023,7699023,4335,4335,0.82,0.82,0.06,0.06,0,0,0,0,0,0
1261,42,3,521301,42003521301,4244,2229,P,7698123,7698123,42,3,521301,42003521301,4226,2221,P,7699023,7699023,7609468,7609468,98.85,98.85,98.84,98.84,4226,99.58,100,2221,99.64,100
1274,42,3,522000,42003522000,3281,1861,P,1328720,1328720,42,3,521301,42003521301,4226,2221,P,7699023,7699023,61270,61270,4.61,4.61,0.8,0.8,0,0,0,0,0,0
1155,42,3,504400,42003504400,5169,2652,P,12215436,12215436,42,3,521302,42003521302,4378,2293,P,7983660,7967842,28660,28660,0.23,0.23,0.36,0.36,0,0,0,0,0,0
1175,42,3,508000,42003508000,2163,1172,P,1102202,1102202,42,3,521302,42003521302,4378,2293,P,7983660,7967842,3014,3014,0.27,0.27,0.04,0.04,5,0.23,0.11,3,0.26,0.13
1260,42,3,521200,42003521200,4117,2307,P,7237505,7237505,42,3,521302,42003521302,4378,2293,P,7983660,7967842,5579,5579,0.08,0.08,0.07,0.07,0,0,0,0,0,0
1265,42,3,521302,42003521302,4368,2287,P,8010759,7994941,42,3,521302,42003521302,4378,2293,P,7983660,7967842,7887784,7871966,98.46,98.46,98.8,98.8,4368,100,99.77,2287,100,99.74
1275,42,3,522000,42003522000,3281,1861,P,1328720,1328720,42,3,521302,42003521302,4378,2293,P,7983660,7967842,58623,58623,4.41,4.41,0.73,0.74,5,0.15,0.11,3,0.16,0.13
1268,42,3,521401,42003521401,2858,1295,P,7293562,7293562,42,3,521401,42003521401,2858,1295,W,7293421,7293421,7293421,7293421,100,100,100,100,2858,100,100,1295,100,100
1270,42,3,521402,42003521402,3897,1566,P,5758286,5758286,42,3,521402,42003521402,3897,1566,W,5724773,5724773,5724773,5724773,99.42,99.42,100,100,3897,100,100,1566,100,100
1272,42,3,521500,42003521500,4351,1973,P,10525463,10525463,42,3,521500,42003521500,4341,1969,P,10508538,10508538,10508525,10508525,99.84,99.84,100,100,4341,99.77,100,1969,99.8,100
1324,42,3,526202,42003526202,5063,2083,P,11399371,11399371,42,3,521500,42003521500,4341,1969,P,10508538,10508538,13,13,0,0,0,0,0,0,0,0,0,0
1262,42,3,521301,42003521301,4244,2229,P,7698123,7698123,42,3,522000,42003522000,3294,1866,P,1308209,1308209,41470,41470,0.54,0.54,3.17,3.17,18,0.42,0.55,8,0.36,0.43
1266,42,3,521302,42003521302,4368,2287,P,8010759,7994941,42,3,522000,42003522000,3294,1866,P,1308209,1308209,57912,57912,0.72,0.72,4.43,4.43,0,0,0,0,0,0
1276,42,3,522000,42003522000,3281,1861,P,1328720,1328720,42,3,522000,42003522000,3294,1866,P,1308209,1308209,1208827,1208827,90.98,90.98,92.4,92.4,3276,99.85,99.45,1858,99.84,99.57
162,42,3,130100,42003130100,1909,1072,P,766756,766756,42,3,523100,42003523100,4194,1967,P,7089515,6801072,6199,6199,0.81,0.81,0.09,0.09,2,0.1,0.05,1,0.09,0.05
169,42,3,130600,42003130600,3132,1511,P,1391566,1391566,42,3,523100,42003523100,4194,1967,P,7089515,6801072,36410,36410,2.62,2.62,0.51,0.54,39,1.25,0.93,24,1.59,1.22
1281,42,3,523100,42003523100,4174,1955,P,7192182,6842839,42,3,523100,42003523100,4194,1967,P,7089515,6801072,7046906,6758463,97.98,98.77,99.4,99.37,4153,99.5,99.02,1942,99.34,98.73
1242,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,523200,42003523200,3922,1876,P,3220324,3220324,10335,10335,0.18,0.18,0.32,0.32,12,0.39,0.31,6,0.41,0.32
1286,42,3,523200,42003523200,3887,1861,P,3201842,3201842,42,3,523200,42003523200,3922,1876,P,3220324,3220324,3198437,3198437,99.89,99.89,99.32,99.32,3887,100,99.11,1861,100,99.2
1366,42,3,561400,42003561400,4254,2627,P,1818543,1818543,42,3,523200,42003523200,3922,1876,P,3220324,3220324,11552,11552,0.64,0.64,0.36,0.36,23,0.54,0.59,9,0.34,0.48
1288,42,3,523300,42003523300,4194,1907,W,3565213,3565213,42,3,523300,42003523300,4194,1907,W,3565213,3565213,3565213,3565213,100,100,100,100,4194,100,100,1907,100,100
1243,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,523400,42003523400,4967,2533,P,3254191,3254191,25652,25652,0.45,0.45,0.79,0.79,0,0,0,0,0,0
1290,42,3,523400,42003523400,4967,2533,P,3231756,3231756,42,3,523400,42003523400,4967,2533,P,3254191,3254191,3227722,3227722,99.88,99.88,99.19,99.19,4967,100,100,2533,100,100
1296,42,3,523600,42003523600,4979,2339,P,5344470,5344470,42,3,523400,42003523400,4967,2533,P,3254191,3254191,817,817,0.02,0.02,0.03,0.03,0,0,0,0,0,0
1291,42,3,523501,42003523501,4658,2129,W,4585319,4585319,42,3,523501,42003523501,4658,2129,W,4585319,4585319,4585319,4585319,100,100,100,100,4658,100,100,2129,100,100
1255,42,3,521100,42003521100,4603,1862,P,4695393,4695393,42,3,523502,42003523502,1539,742,P,4714137,4714137,131,131,0,0,0,0,0,0,0,0,0,0
1292,42,3,523502,42003523502,1539,742,P,4703563,4703563,42,3,523502,42003523502,1539,742,P,4714137,4714137,4695220,4695220,99.82,99.82,99.6,99.6,1539,100,100,742,100,100
1325,42,3,526202,42003526202,5063,2083,P,11399371,11399371,42,3,523502,42003523502,1539,742,P,4714137,4714137,18786,18786,0.16,0.16,0.4,0.4,0,0,0,0,0,0
1248,42,3,520001,42003520001,3086,1613,P,4030331,4030331,42,3,523600,42003523600,4845,2283,P,5028416,5028416,1825,1825,0.05,0.05,0.04,0.04,5,0.16,0.1,2,0.12,0.09
1297,42,3,523600,42003523600,4979,2339,P,5344470,5344470,42,3,523600,42003523600,4845,2283,P,5028416,5028416,5026591,5026591,94.05,94.05,99.96,99.96,4840,97.21,99.9,2281,97.52,99.91
1298,42,3,523701,42003523701,3975,1840,W,6434220,6434220,42,3,523701,42003523701,4179,1922,P,6549531,6549531,6434220,6434220,100,100,98.24,98.24,3975,100,95.12,1840,100,95.73
1306,42,3,524000,42003524000,2684,1338,P,1670898,1436371,42,3,523701,42003523701,4179,1922,P,6549531,6549531,115311,115311,6.9,8.03,1.76,1.76,204,7.6,4.88,82,6.13,4.27
1299,42,3,523702,42003523702,5177,2679,P,6964772,6964772,42,3,523702,42003523702,5180,2681,P,7000149,7000149,6952752,6952752,99.83,99.83,99.32,99.32,5165,99.77,99.71,2674,99.81,99.74
1326,42,3,526202,42003526202,5063,2083,P,11399371,11399371,42,3,523702,42003523702,5180,2681,P,7000149,7000149,47397,47397,0.42,0.42,0.68,0.68,15,0.3,0.29,7,0.34,0.26
1282,42,3,523100,42003523100,4174,1955,P,7192182,6842839,42,3,523800,42003523800,4651,2302,P,5126587,4796707,7272,7272,0.1,0.11,0.14,0.15,0,0,0,0,0,0
1303,42,3,523800,42003523800,4645,2300,P,5158193,4776325,42,3,523800,42003523800,4651,2302,P,5126587,4796707,5105002,4775888,98.97,99.99,99.58,99.57,4645,100,99.87,2300,100,99.91
1307,42,3,524000,42003524000,2684,1338,P,1670898,1436371,42,3,523800,42003523800,4651,2302,P,5126587,4796707,14313,13547,0.86,0.94,0.28,0.28,6,0.22,0.13,2,0.15,0.09
524,42,3,421100,42003421100,4864,2505,P,9441806,8724607,42,3,524000,42003524000,2474,1254,P,1543397,1307950,1108,0,0.01,0,0.07,0,0,0,0,0,0,0
1304,42,3,523800,42003523800,4645,2300,P,5158193,4776325,42,3,524000,42003524000,2474,1254,P,1543397,1307950,437,437,0.01,0.01,0.03,0.03,0,0,0,0,0,0
1308,42,3,524000,42003524000,2684,1338,P,1670898,1436371,42,3,524000,42003524000,2474,1254,P,1543397,1307950,1534196,1307513,91.82,91.03,99.4,99.97,2474,92.18,100,1254,93.72,100
1311,42,3,525200,42003525200,2003,1214,P,1365790,1126144,42,3,524000,42003524000,2474,1254,P,1543397,1307950,7656,0,0.56,0,0.5,0,0,0,0,0,0,0
1309,42,3,525100,42003525100,2054,1047,P,1411705,1411705,42,3,525100,42003525100,2054,1047,W,1361333,1361333,1361333,1361333,96.43,96.43,100,100,2054,100,100,1047,100,100
515,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,525200,42003525200,2007,1215,P,1399713,1126690,8236,0,0.05,0,0.59,0,0,0,0,0,0,0
525,42,3,421100,42003421100,4864,2505,P,9441806,8724607,42,3,525200,42003525200,2007,1215,P,1399713,1126690,25931,0,0.27,0,1.85,0,0,0,0,0,0,0
1312,42,3,525200,42003525200,2003,1214,P,1365790,1126144,42,3,525200,42003525200,2007,1215,P,1399713,1126690,1358134,1126144,99.44,100,97.03,99.95,2003,100,99.8,1214,100,99.92
1313,42,3,525300,42003525300,2246,972,P,1757136,1606345,42,3,525200,42003525200,2007,1215,P,1399713,1126690,7412,546,0.42,0.03,0.53,0.05,4,0.18,0.2,1,0.1,0.08
516,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,525300,42003525300,2242,971,P,1826726,1628221,59438,0,0.36,0,3.25,0,0,0,0,0,0,0
1314,42,3,525300,42003525300,2246,972,P,1757136,1606345,42,3,525300,42003525300,2242,971,P,1826726,1628221,1741258,1602191,99.1,99.74,95.32,98.4,2242,99.82,100,971,99.9,100
1319,42,3,526101,42003526101,6902,2980,P,35314960,34330985,42,3,525300,42003525300,2242,971,P,1826726,1628221,26030,26030,0.07,0.08,1.42,1.6,0,0,0,0,0,0
517,42,3,419000,42003419000,2962,1583,P,16737268,15469473,42,3,526101,42003526101,6902,2980,P,35338680,34358935,40644,0,0.24,0,0.12,0,0,0,0,0,0,0
1310,42,3,525100,42003525100,2054,1047,P,1411705,1411705,42,3,526101,42003526101,6902,2980,P,35338680,34358935,50372,50372,3.57,3.57,0.14,0.15,0,0,0,0,0,0
1315,42,3,525300,42003525300,2246,972,P,1757136,1606345,42,3,526101,42003526101,6902,2980,P,35338680,34358935,8466,3608,0.48,0.22,0.02,0.01,0,0,0,0,0,0
1320,42,3,526101,42003526101,6902,2980,P,35314960,34330985,42,3,526101,42003526101,6902,2980,P,35338680,34358935,35239198,34304955,99.79,99.92,99.72,99.84,6902,100,100,2980,100,100
1321,42,3,526102,42003526102,2120,898,W,13787281,13787281,42,3,526102,42003526102,2120,898,W,13787281,13787281,13787281,13787281,100,100,100,100,2120,100,100,898,100,100
1322,42,3,526201,42003526201,3690,1510,W,6184827,6184827,42,3,526201,42003526201,3690,1510,W,6184827,6184827,6184827,6184827,100,100,100,100,3690,100,100,1510,100,100
1256,42,3,521100,42003521100,4603,1862,P,4695393,4695393,42,3,526202,42003526202,5060,2081,P,11354337,11354337,1425,1425,0.03,0.03,0.01,0.01,0,0,0,0,0,0
1293,42,3,523502,42003523502,1539,742,P,4703563,4703563,42,3,526202,42003526202,5060,2081,P,11354337,11354337,8343,8343,0.18,0.18,0.07,0.07,0,0,0,0,0,0
1300,42,3,523702,42003523702,5177,2679,P,6964772,6964772,42,3,526202,42003526202,5060,2081,P,11354337,11354337,12020,12020,0.17,0.17,0.11,0.11,12,0.23,0.24,5,0.19,0.24
1327,42,3,526202,42003526202,5063,2083,P,11399371,11399371,42,3,526202,42003526202,5060,2081,P,11354337,11354337,11332549,11332549,99.41,99.41,99.81,99.81,5048,99.7,99.76,2076,99.66,99.76
1328,42,3,526301,42003526301,4105,1693,W,4347691,4347691,42,3,526301,42003526301,4105,1693,W,4347691,4347691,4347691,4347691,100,100,100,100,4105,100,100,1693,100,100
1329,42,3,526302,42003526302,5249,2332,W,3993928,3993928,42,3,526302,42003526302,5249,2332,W,3993928,3993928,3993928,3993928,100,100,100,100,5249,100,100,2332,100,100
1330,42,3,550900,42003550900,2015,1001,W,988905,988905,42,3,550900,42003550900,2015,1001,W,988905,988905,988905,988905,100,100,100,100,2015,100,100,1001,100,100
1141,42,3,503002,42003503002,5998,2937,P,5364019,5364019,42,3,551200,42003551200,3370,1738,P,1308014,1308014,2709,2709,0.05,0.05,0.21,0.21,0,0,0,0,0,0
1332,42,3,551200,42003551200,3384,1744,P,1313935,1313935,42,3,551200,42003551200,3370,1738,P,1308014,1308014,1305305,1305305,99.34,99.34,99.79,99.79,3370,99.59,100,1738,99.66,100
1133,42,3,501000,42003501000,1515,866,P,1388198,1264279,42,3,551300,42003551300,2385,1183,P,3973990,3944142,31413,31413,2.26,2.48,0.79,0.8,0,0,0,0,0,0
1136,42,3,503001,42003503001,1777,886,P,11797484,11667961,42,3,551300,42003551300,2385,1183,P,3973990,3944142,9564,5433,0.08,0.05,0.24,0.14,0,0,0,0,0,0
1142,42,3,503002,42003503002,5998,2937,P,5364019,5364019,42,3,551300,42003551300,2385,1183,P,3973990,3944142,53032,53032,0.99,0.99,1.33,1.34,29,0.48,1.22,12,0.41,1.01
1335,42,3,551300,42003551300,2356,1171,P,3927100,3898987,42,3,551300,42003551300,2385,1183,P,3973990,3944142,3879981,3854264,98.8,98.85,97.63,97.72,2356,100,98.78,1171,100,98.99
1011,42,3,486800,42003486800,1826,976,P,1552242,1269978,42,3,551900,42003551900,1464,956,P,2204479,1811273,8144,0,0.52,0,0.37,0,0,0,0,0,0,0
1014,42,3,486900,42003486900,1378,776,P,977429,918522,42,3,551900,42003551900,1464,956,P,2204479,1811273,19970,0,2.04,0,0.91,0,0,0,0,0,0,0
1029,42,3,488400,42003488400,4461,2195,P,3911376,3606959,42,3,551900,42003551900,1464,956,P,2204479,1811273,76442,0,1.95,0,3.47,0,0,0,0,0,0,0
1143,42,3,503002,42003503002,5998,2937,P,5364019,5364019,42,3,551900,42003551900,1464,956,P,2204479,1811273,574,574,0.01,0.01,0.03,0.03,0,0,0,0,0,0
1150,42,3,504100,42003504100,5305,2699,P,9206457,8758701,42,3,551900,42003551900,1464,956,P,2204479,1811273,37481,23880,0.41,0.27,1.7,1.32,23,0.43,1.57,15,0.56,1.57
1337,42,3,551900,42003551900,1443,942,P,2065680,1790631,42,3,551900,42003551900,1464,956,P,2204479,1811273,2061868,1786819,99.82,99.79,93.53,98.65,1441,99.86,98.43,941,99.89,98.43
1338,42,3,552000,42003552000,2746,1271,P,639973,639973,42,3,552000,42003552000,2746,1269,W,639469,639469,639469,639469,99.92,99.92,100,100,2746,100,100,1269,99.84,100
1130,42,3,500300,42003500300,3794,1830,P,2923157,2838805,42,3,552100,42003552100,1450,569,P,778393,692578,344,0,0.01,0,0.04,0,0,0,0,0,0,0
1341,42,3,552100,42003552100,1450,569,P,781816,692578,42,3,552100,42003552100,1450,569,P,778393,692578,778049,692578,99.52,100,99.96,100,1450,100,100,569,100,100
1345,42,3,552200,42003552200,1100,582,P,1065055,816471,42,3,552200,42003552200,1100,582,W,1047885,804538,1047885,804538,98.39,98.54,100,100,1100,100,100,582,100,100
1339,42,3,552000,42003552000,2746,1271,P,639973,639973,42,3,552300,42003552300,2184,1230,P,830982,830982,504,504,0.08,0.08,0.06,0.06,0,0,0,2,0.16,0.16
1346,42,3,552300,42003552300,2184,1228,W,830478,830478,42,3,552300,42003552300,2184,1230,P,830982,830982,830478,830478,100,100,99.94,99.94,2184,100,100,1228,100,99.84
1119,42,3,498000,42003498000,2539,1148,P,3933817,3784760,42,3,552400,42003552400,3017,1560,P,2245427,2044853,3025,0,0.08,0,0.13,0,0,0,0,0,0,0
1350,42,3,552400,42003552400,3017,1560,P,2261672,2050701,42,3,552400,42003552400,3017,1560,P,2245427,2044853,2242402,2044853,99.15,99.71,99.87,100,3017,100,100,1560,100,100
166,42,3,130400,42003130400,1191,681,P,469744,469744,42,3,560400,42003560400,1559,994,P,511109,511109,588,588,0.13,0.13,0.12,0.12,0,0,0,0,0,0
177,42,3,140500,42003140500,2054,1167,P,757807,757807,42,3,560400,42003560400,1559,994,P,511109,511109,2122,2122,0.28,0.28,0.42,0.42,0,0,0,0,0,0
180,42,3,140600,42003140600,3048,1524,P,1773823,1773823,42,3,560400,42003560400,1559,994,P,511109,511109,5742,5742,0.32,0.32,1.12,1.12,28,0.92,1.8,20,1.31,2.01
1352,42,3,560400,42003560400,1531,974,P,507627,507627,42,3,560400,42003560400,1559,994,P,511109,511109,502657,502657,99.02,99.02,98.35,98.35,1531,100,98.2,974,100,97.99
187,42,3,141000,42003141000,995,516,P,512323,512323,42,3,560500,42003560500,2176,1349,P,464657,464657,3365,3365,0.66,0.66,0.72,0.72,62,6.23,2.85,38,7.36,2.82
1354,42,3,560500,42003560500,2127,1323,P,476378,476378,42,3,560500,42003560500,2176,1349,P,464657,464657,461292,461292,96.83,96.83,99.28,99.28,2114,99.39,97.15,1311,99.09,97.18
1356,42,3,560600,42003560600,1101,901,P,380132,380132,42,3,560600,42003560600,1074,886,W,374300,374300,374300,374300,98.47,98.47,100,100,1074,97.55,100,886,98.34,100
1225,42,3,516200,42003516200,1693,901,P,796768,796768,42,3,561000,42003561000,1559,870,P,570350,570350,8998,8998,1.13,1.13,1.58,1.58,1,0.06,0.06,1,0.11,0.11
1360,42,3,561000,42003561000,1565,871,P,614046,614046,42,3,561000,42003561000,1559,870,P,570350,570350,561352,561352,91.42,91.42,98.42,98.42,1558,99.55,99.94,869,99.77,99.89
170,42,3,130600,42003130600,3132,1511,P,1391566,1391566,42,3,561100,42003561100,850,550,P,414537,414537,743,743,0.05,0.05,0.18,0.18,0,0,0,0,0,0
1362,42,3,561100,42003561100,922,584,P,457565,457565,42,3,561100,42003561100,850,550,P,414537,414537,413794,413794,90.43,90.43,99.82,99.82,850,92.19,100,550,94.18,100
1364,42,3,561200,42003561200,1333,839,P,397423,397423,42,3,561200,42003561200,1333,839,W,397421,397421,397421,397421,100,100,100,100,1333,100,100,839,100,100
171,42,3,130600,42003130600,3132,1511,P,1391566,1391566,42,3,561400,42003561400,4239,2621,P,1820853,1820853,8721,8721,0.63,0.63,0.48,0.48,0,0,0,0,0,0
1244,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,561400,42003561400,4239,2621,P,1820853,1820853,11348,11348,0.2,0.2,0.62,0.62,8,0.26,0.19,3,0.21,0.11
1287,42,3,523200,42003523200,3887,1861,P,3201842,3201842,42,3,561400,42003561400,4239,2621,P,1820853,1820853,2819,2819,0.09,0.09,0.15,0.15,0,0,0,0,0,0
1367,42,3,561400,42003561400,4254,2627,P,1818543,1818543,42,3,561400,42003561400,4239,2621,P,1820853,1820853,1797965,1797965,98.87,98.87,98.74,98.74,4231,99.46,99.81,2618,99.66,99.89
1245,42,3,519000,42003519000,3075,1463,P,5759038,5759038,42,3,561500,42003561500,3140,1937,P,1277173,1277173,30114,30114,0.52,0.52,2.36,2.36,37,1.2,1.18,15,1.03,0.77
1370,42,3,561500,42003561500,3103,1922,P,1281654,1281654,42,3,561500,42003561500,3140,1937,P,1277173,1277173,1247059,1247059,97.3,97.3,97.64,97.64,3103,100,98.82,1922,100,99.23
212,42,3,160300,42003160300,1844,872,P,1259319,1259319,42,3,561600,42003561600,2113,1034,P,1570375,1570375,1259185,1259185,99.99,99.99,80.18,80.18,1844,100,87.27,872,100,84.33
213,42,3,160400,42003160400,244,148,W,294192,294192,42,3,561600,42003561600,2113,1034,P,1570375,1570375,294192,294192,100,100,18.73,18.73,244,100,11.55,148,100,14.31
969,42,3,480300,42003480300,3433,1553,P,3258306,2891826,42,3,561600,42003561600,2113,1034,P,1570375,1570375,12625,12625,0.39,0.44,0.8,0.8,20,0.58,0.95,12,0.77,1.16
978,42,3,481000,42003481000,3408,1810,P,881935,881935,42,3,561600,42003561600,2113,1034,P,1570375,1570375,4373,4373,0.5,0.5,0.28,0.28,5,0.15,0.24,2,0.11,0.19
214,42,3,160600,42003160600,209,165,W,787231,787231,42,3,561700,42003561700,718,397,P,1075703,1075703,787231,787231,100,100,73.18,73.18,209,100,29.11,165,100,41.56
216,42,3,160700,42003160700,509,232,P,268779,268779,42,3,561700,42003561700,718,397,P,1075703,1075703,268306,268306,99.82,99.82,24.94,24.94,509,100,70.89,232,100,58.44
970,42,3,480300,42003480300,3433,1553,P,3258306,2891826,42,3,561700,42003561700,718,397,P,1075703,1075703,20166,20166,0.62,0.7,1.87,1.87,0,0,0,0,0,0
153,42,3,120100,42003120100,1349,443,P,3337126,2801445,42,3,561900,42003561900,2232,1174,P,1250280,1250280,593248,593248,17.78,21.18,47.45,47.45,888,65.83,39.78,400,90.29,34.07
156,42,3,120200,42003120200,1330,764,W,637521,637521,42,3,561900,42003561900,2232,1174,P,1250280,1250280,637521,637521,100,100,50.99,50.99,1330,100,59.59,764,100,65.08
1283,42,3,523100,42003523100,4174,1955,P,7192182,6842839,42,3,561900,42003561900,2232,1174,P,1250280,1250280,19511,19511,0.27,0.29,1.56,1.56,14,0.34,0.63,10,0.51,0.85
97,42,3,40300,42003040300,4326,108,P,466604,466604,42,3,562000,42003562000,3247,2112,P,586939,586939,207194,207194,44.4,44.4,35.3,35.3,306,7.07,9.42,100,92.59,4.73
